nama,tipe_node,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8
Harold Ramis,Director,0.23670676350593567,-0.12959063053131104,1.0863559246063232,-0.02940564602613449,-0.184576153755188,-0.8613162040710449,-0.9867153167724609,0.9427782297134399
Sean S. Cunningham,Director,0.38691726326942444,0.7737582325935364,0.5025727152824402,-0.7568480968475342,-0.4942452907562256,-1.3218590021133423,-0.30496031045913696,0.5771859288215637
John Landis,Director,-0.6708574295043945,-0.10191051661968231,0.8005053400993347,0.9850845336914062,0.4206168055534363,-0.2526828646659851,-1.2521755695343018,0.6232383251190186
Martin Scorsese,Director,-0.0017989352345466614,-0.8992332220077515,0.581820011138916,1.145984411239624,-0.49733757972717285,1.0538274049758911,-1.226746916770935,0.08001559227705002
Richard Lester,Director,-0.12354694306850433,0.5684561133384705,-0.004411192145198584,1.2370390892028809,0.009161237627267838,-0.46375465393066406,-0.16573989391326904,0.5508813858032227
Walter Hill,Director,-0.48588043451309204,0.6866084933280945,1.1309231519699097,0.34951329231262207,0.2881723642349243,-0.7396876811981201,-1.1428968906402588,0.8624445796012878
Buddy Van Horn,Director,-0.0025714205112308264,-0.3862144947052002,-0.005147994961589575,1.1304590702056885,0.02503926493227482,-0.7941116690635681,1.5090506076812744,1.1640465259552002
Jamie Uys,Director,1.2443193197250366,0.27252668142318726,0.3389359712600708,0.7920607328414917,-0.011617557145655155,-0.4487200081348419,-1.2017290592193604,0.3870915174484253
Robert Altman,Director,1.1874864101409912,0.7639726996421814,0.04230997711420059,0.8591662645339966,-0.21762919425964355,0.05544456094503403,-0.884398341178894,0.4350926876068115
Robert Redford,Director,0.41049301624298096,1.1890572309494019,0.7023062705993652,1.1994143724441528,1.1689331531524658,0.29320216178894043,-0.5287581086158752,0.03590797632932663
Brian De Palma,Director,-0.7668534517288208,0.407253623008728,0.5948355197906494,0.34601810574531555,-0.39781689643859863,-1.1362884044647217,-0.40692833065986633,0.6560619473457336
Jeannot Szwarc,Director,-0.9713602662086487,0.08529974520206451,-0.14319123327732086,1.419335126876831,0.003996748477220535,0.7367244958877563,-0.3326820731163025,-0.11036105453968048
Alan Parker,Director,2.030553102493286,0.3324566185474396,0.06748761236667633,0.746390163898468,-0.373401939868927,-0.35513508319854736,0.21714229881763458,0.26775461435317993
